Number,Name,Type 1,Abilities,HP,Att,Def,Spa,Spd,Spe,BST,Mean,Standard Deviation,Generation,Experience type,Experience to level 100,Final Evolution,Catch Rate,Legendary,Height,Weight,BMI
359,Mega Absol,Dark,['Magic Bounce'],65,150,60,115,60,115,565,94.16666666666670,34.570780854485900,6.0,Medium Slow,1059860,1.0,30,0.0,1.2,49.0,34.0
360,Wynaut,Psychic,"['Shadow Tag', 'Telepathy']",95,23,48,23,48,23,260,43.333333333333300,25.66883107757130,3.0,Medium Fast,1000000,0.0,125,0.0,0.6,14.0,38.9
361,Snorunt,Ice,"['Ice Body', 'Inner Focus', 'Moody']",50,50,50,50,50,50,300,50.0,0.0,3.0,Medium Fast,1000000,0.0,190,0.0,0.7,16.8,34.3
362,Glalie,Ice,"['Ice Body', 'Inner Focus', 'Moody']",80,80,80,80,80,80,480,80.0,0.0,3.0,Medium Fast,1000000,1.0,75,0.0,1.5,256.5,114.0
362,Mega Glalie,Ice,['Refrigerate'],80,120,80,120,80,100,580,96.66666666666670,17.950549357115000,6.0,Medium Fast,1000000,1.0,75,0.0,2.1,350.2,79.4
363,Spheal,Ice,"['Ice Body', 'Oblivious', 'Thick Fat']",70,40,50,55,50,25,290,48.333333333333300,13.743685418725500,3.0,Medium Slow,1059860,0.0,255,0.0,0.8,39.5,61.7
364,Sealeo,Ice,"['Ice Body', 'Oblivious', 'Thick Fat']",90,60,70,75,70,45,410,68.33333333333330,13.743685418725500,3.0,Medium Slow,1059860,0.0,120,0.0,1.1,87.6,72.4
365,Walrein,Ice,"['Ice Body', 'Oblivious', 'Thick Fat']",110,80,90,95,90,65,530,88.33333333333330,13.743685418725500,3.0,Medium Slow,1059860,1.0,45,0.0,1.4,150.6,76.8
366,Clamperl,Water,"['Rattled', 'Shell Armor']",35,64,85,74,55,32,345,57.5,19.29378138157470,3.0,Erratic,600000,0.0,255,0.0,0.4,52.5,328.1
367,Huntail,Water,"['Swift Swim', 'Water Veil']",55,104,105,94,75,52,485,80.83333333333330,21.70573400944760,3.0,Erratic,600000,1.0,60,0.0,1.7,27.0,9.3
368,Gorebyss,Water,"['Hydration', 'Swift Swim']",55,84,105,114,75,52,485,80.83333333333330,23.19063508305790,3.0,Erratic,600000,1.0,60,0.0,1.8,22.6,7.0
369,Relicanth,Water,"['Rock Head', 'Sturdy', 'Swift Swim']",100,90,130,45,65,55,485,80.83333333333330,29.071272570854000,3.0,Slow,1250000,1.0,25,0.0,1.0,23.4,23.4
370,Luvdisc,Water,"['Hydration', 'Swift Swim']",43,30,55,40,65,97,330,55.0,21.82506204649450,3.0,Fast,800000,1.0,225,0.0,0.6,8.7,24.2
371,Bagon,Dragon,"['Rock Head', 'Sheer Force']",45,75,60,40,30,50,300,50.0,14.433756729740600,3.0,Slow,1250000,0.0,45,0.0,0.6,42.1,116.9
372,Shelgon,Dragon,"['Overcoat', 'Rock Head']",65,95,100,60,50,50,420,70.0,20.207259421636900,3.0,Slow,1250000,0.0,45,0.0,1.1,110.5,91.3
373,Salamence,Dragon,"['Intimidate', 'Moxie']",95,135,80,110,80,100,600,100.0,18.929694486000900,3.0,Slow,1250000,1.0,45,0.0,1.5,102.6,45.6
373,Mega Salamence,Dragon,['Aerilate'],95,145,130,120,90,120,700,116.66666666666700,19.075871903766,6.0,Slow,1250000,1.0,45,0.0,1.8,112.6,34.8
374,Beldum,Steel,"['Clear Body', 'Light Metal']",40,55,80,35,60,30,300,50.0,17.078251276599300,3.0,Slow,1250000,0.0,3,0.0,0.6,95.2,264.4
375,Metang,Steel,"['Clear Body', 'Light Metal']",60,75,100,55,80,50,420,70.0,17.078251276599300,3.0,Slow,1250000,0.0,3,0.0,1.2,202.5,140.6
376,Metagross,Steel,"['Clear Body', 'Light Metal']",80,135,130,95,90,70,600,100.0,24.324199198877400,3.0,Slow,1250000,1.0,3,0.0,1.6,550.0,214.8
376,Mega Metagross,Steel,['Tough Claws'],80,145,150,105,110,110,700,116.66666666666700,24.09472049133490,6.0,Slow,1250000,1.0,3,0.0,2.5,942.9,150.9
377,Regirock,Rock,"['Clear Body', 'Sturdy']",80,100,200,50,100,50,580,96.66666666666670,50.55250296034370,3.0,Slow,1250000,1.0,3,1.0,1.7,230.0,79.6
378,Regice,Ice,"['Clear Body', 'Ice Body']",80,50,100,100,200,50,580,96.66666666666670,50.55250296034370,3.0,Slow,1250000,1.0,3,1.0,1.8,175.0,54.0
379,Registeel,Steel,"['Clear Body', 'Light Metal']",80,75,150,75,150,50,580,96.66666666666670,38.908725099762500,3.0,Slow,1250000,1.0,3,1.0,1.9,205.0,56.8
380,Latias,Dragon,['Levitate'],80,80,90,110,130,110,600,100.0,18.257418583505500,3.0,Slow,1250000,1.0,3,1.0,1.4,40.0,20.4
380,Mega Latias,Dragon,['Levitate'],80,100,120,140,150,110,700,116.66666666666700,23.570226039551600,6.0,Slow,1250000,1.0,3,1.0,1.8,52.0,16.0
381,Latios,Dragon,['Levitate'],80,90,80,130,110,110,600,100.0,18.257418583505500,3.0,Slow,1250000,1.0,3,1.0,2.0,60.0,15.0
381,Mega Latios,Dragon,['Levitate'],80,130,100,160,120,110,700,116.66666666666700,24.94438257849290,6.0,Slow,1250000,1.0,3,1.0,2.3,70.0,13.2
382,Kyogre,Water,['Drizzle'],100,100,90,150,140,90,670,111.66666666666700,24.09472049133490,3.0,Slow,1250000,1.0,3,1.0,4.5,352.0,17.4
382,Primal Kyogre,Water,['Primordial Sea'],100,150,90,180,160,90,770,128.33333333333300,36.24760528488590,6.0,Slow,1250000,1.0,3,1.0,9.8,430.0,4.5
383,Groudon,Ground,['Drought'],100,150,140,100,90,90,670,111.66666666666700,24.09472049133490,3.0,Slow,1250000,1.0,3,1.0,3.5,950.0,77.6
383,Primal Groudon,Ground,['Desolate Land'],100,180,160,150,90,90,770,128.33333333333300,36.24760528488590,6.0,Slow,1250000,1.0,3,1.0,5.0,999.7,40.0
384,Rayquaza,Dragon,['Air Lock'],105,150,90,150,90,95,680,113.33333333333300,26.40496586292480,3.0,Slow,1250000,1.0,45,1.0,7.0,206.5,4.2
384,Mega Rayquaza,Dragon,['Delta Stream'],105,180,100,180,100,115,780,130.0,35.70714214271430,6.0,Slow,1250000,1.0,45,1.0,10.8,392.0,3.4
385,Jirachi,Steel,['Serene Grace'],100,100,100,100,100,100,600,100.0,0.0,3.0,Slow,1250000,1.0,3,1.0,0.3,1.1,12.2
386,Deoxys Normal Form,Psychic,['Pressure'],50,150,50,150,50,150,600,100.0,50.0,3.0,Slow,1250000,1.0,3,1.0,1.7,60.8,21.0
386,Deoxys Defense Form,Psychic,['Pressure'],50,70,160,70,160,90,600,100.0,43.9696865275764,3.0,Slow,1250000,1.0,3,1.0,1.7,60.8,21.0
386,Deoxys Attack Form,Psychic,['Pressure'],50,180,20,180,20,150,600,100.0,71.4142842854285,3.0,Slow,1250000,1.0,3,1.0,1.7,60.8,21.0
386,Deoxys Speed Form,Psychic,['Pressure'],50,95,90,95,90,180,600,100.0,39.05124837953330,3.0,Slow,1250000,1.0,3,1.0,1.7,60.8,21.0
387,Turtwig,Grass,"['Overgrow', 'Shell Armor']",55,68,64,45,55,31,318,53.0,12.26104943849970,4.0,Medium Slow,1059860,0.0,45,0.0,0.4,10.2,63.8
388,Grotle,Grass,"['Overgrow', 'Shell Armor']",75,89,85,55,65,36,405,67.5,18.16360830525330,4.0,Medium Slow,1059860,0.0,45,0.0,1.1,97.0,80.2
389,Torterra,Grass,"['Overgrow', 'Shell Armor']",95,109,105,75,85,56,525,87.5,18.16360830525330,4.0,Medium Slow,1059860,1.0,45,0.0,2.2,310.0,64.0
390,Chimchar,Fire,"['Blaze', 'Iron Fist']",44,58,44,58,44,61,309,51.5,7.566372975210780,4.0,Medium Slow,1059860,0.0,45,0.0,0.5,6.2,24.8
391,Monferno,Fire,"['Blaze', 'Iron Fist']",64,78,52,78,52,81,405,67.5,12.216791722870600,4.0,Medium Slow,1059860,0.0,45,0.0,0.9,22.0,27.2
392,Infernape,Fire,"['Blaze', 'Iron Fist']",76,104,71,104,71,108,534,89.0,16.47219880080780,4.0,Medium Slow,1059860,1.0,45,0.0,1.2,55.0,38.2
393,Piplup,Water,"['Defiant', 'Torrent']",53,51,53,61,56,40,314,52.333333333333300,6.368324391514270,4.0,Medium Slow,1059860,0.0,45,0.0,0.4,5.2,32.5
394,Prinplup,Water,"['Defiant', 'Torrent']",64,66,68,81,76,50,405,67.5,9.793705461502640,4.0,Medium Slow,1059860,0.0,45,0.0,0.8,23.0,35.9
395,Empoleon,Water,"['Defiant', 'Torrent']",84,86,88,111,101,60,530,88.33333333333330,15.818414023606200,4.0,Medium Slow,1059860,1.0,45,0.0,1.7,84.5,29.2
396,Starly,Normal,"['Keen Eye', 'Reckless']",40,55,30,30,30,60,245,40.833333333333300,12.38839062276540,4.0,Medium Slow,1059860,0.0,255,0.0,0.3,2.0,22.2
397,Staravia,Normal,"['Intimidate', 'Reckless']",55,75,50,40,40,80,340,56.66666666666670,15.723301886761000,4.0,Medium Slow,1059860,0.0,120,0.0,0.6,15.5,43.1
398,Staraptor,Normal,"['Intimidate', 'Reckless']",85,120,70,50,60,100,485,80.83333333333330,23.87758130315730,4.0,Medium Slow,1059860,1.0,45,0.0,1.2,24.9,17.3
399,Bidoof,Normal,"['Moody', 'Simple', 'Unaware']",59,45,40,35,40,31,250,41.66666666666670,8.900686615212460,4.0,Medium Fast,1000000,0.0,255,0.0,0.5,20.0,80.0
400,Bibarel,Normal,"['Moody', 'Simple', 'Unaware']",79,85,60,55,60,71,410,68.33333333333330,10.918892902772800,4.0,Medium Fast,1000000,1.0,127,0.0,1.0,31.5,31.5
401,Kricketot,Bug,"['Run Away', 'Shed Skin']",37,25,41,25,41,25,194,32.333333333333300,7.453559924999300,4.0,Medium Slow,1059860,0.0,255,0.0,0.3,2.2,24.4
402,Kricketune,Bug,"['Swarm', 'Technician']",77,85,51,55,51,65,384,64.0,13.102162671355700,4.0,Medium Slow,1059860,1.0,45,0.0,1.0,25.5,25.5
403,Shinx,Electric,"['Guts', 'Intimidate', 'Rivalry']",45,65,34,40,34,45,263,43.833333333333300,10.4788146064121,4.0,Medium Slow,1059860,0.0,235,0.0,0.5,9.5,38.0
404,Luxio,Electric,"['Guts', 'Intimidate', 'Rivalry']",60,85,49,60,49,60,363,60.5,12.010412149464300,4.0,Medium Slow,1059860,0.0,120,0.0,0.9,30.5,37.7
405,Luxray,Electric,"['Guts', 'Intimidate', 'Rivalry']",80,120,79,95,79,70,523,87.16666666666670,16.425758903489200,4.0,Medium Slow,1059860,1.0,45,0.0,1.4,42.0,21.4
406,Budew,Grass,"['Leaf Guard', 'Natural Cure', 'Poison Point']",40,30,35,50,70,55,280,46.66666666666670,13.43709624716430,4.0,Medium Slow,1059860,0.0,255,0.0,0.2,1.2,30.0
407,Roserade,Grass,"['Natural Cure', 'Poison Point', 'Technician']",60,70,65,125,105,90,515,85.83333333333330,23.348209543536500,4.0,Medium Slow,1059860,1.0,75,0.0,0.9,14.5,17.9
408,Cranidos,Rock,"['Mold Breaker', 'Sheer Force']",67,125,40,30,30,58,350,58.333333333333300,32.81598526463730,4.0,Erratic,600000,0.0,45,0.0,0.9,31.5,38.9
409,Rampardos,Rock,"['Mold Breaker', 'Sheer Force']",97,165,60,65,50,58,495,82.5,39.76074278313560,4.0,Erratic,600000,1.0,45,0.0,1.6,102.5,40.0
410,Shieldon,Rock,"['Soundproof', 'Sturdy']",30,42,118,42,88,30,350,58.333333333333300,33.11428023610900,4.0,Erratic,600000,0.0,45,0.0,0.5,57.0,228.0
411,Bastiodon,Rock,"['Soundproof', 'Sturdy']",60,52,168,47,138,30,495,82.5,51.38660655592400,4.0,Erratic,600000,1.0,45,0.0,1.3,149.5,88.5
412,Burmy,Bug,"['Overcoat', 'Shed Skin']",40,29,45,29,45,36,224,37.333333333333300,6.649979114420000,4.0,Medium Fast,1000000,0.0,120,0.0,0.2,3.4,85.0
413,Wormadam Plant Cloak,Bug,"['Anticipation', 'Overcoat']",60,59,85,79,105,36,424,70.66666666666670,22.00504992546530,4.0,Medium Fast,1000000,0.0,45,0.0,0.5,6.5,26.0
413,Wormadam Sandy Cloak,Bug,"['Anticipation', 'Overcoat']",60,79,105,59,85,36,424,70.66666666666670,22.00504992546530,4.0,Medium Fast,1000000,0.0,45,0.0,0.5,6.5,26.0
413,Wormadam Trash Cloak,Bug,"['Anticipation', 'Overcoat']",60,69,95,69,95,36,424,70.66666666666670,20.434176165325500,4.0,Medium Fast,1000000,0.0,45,0.0,0.5,6.5,26.0
414,Mothim,Bug,"['Swarm', 'Tinted Lens']",70,94,50,94,50,66,424,70.66666666666670,18.09849594733100,4.0,Medium Fast,1000000,1.0,45,0.0,0.9,23.3,28.8
415,Combee,Bug,"['Honey Gather', 'Hustle']",30,30,42,30,42,70,244,40.66666666666670,14.173527750312900,4.0,Medium Slow,1059860,0.0,120,0.0,0.3,5.5,61.1
416,Vespiquen,Bug,"['Pressure', 'Unnerve']",70,80,102,80,102,40,474,79.0,21.06339637063940,4.0,Medium Slow,1059860,1.0,45,0.0,1.2,38.5,26.7
417,Pachirisu,Electric,"['Pickup', 'Run Away', 'Volt Absorb']",60,45,70,45,90,95,405,67.5,19.737865470545000,4.0,Medium Fast,1000000,1.0,200,0.0,0.4,3.9,24.4
418,Buizel,Water,"['Swift Swim', 'Water Veil']",55,65,35,60,30,85,330,55.0,18.48422751068240,4.0,Medium Fast,1000000,0.0,190,0.0,0.7,29.5,60.2
419,Floatzel,Water,"['Swift Swim', 'Water Veil']",85,105,55,85,50,115,495,82.5,23.76096238230540,4.0,Medium Fast,1000000,1.0,75,0.0,1.1,33.5,27.7
420,Cherubi,Grass,['Chlorophyll'],45,35,45,62,53,35,275,45.833333333333300,9.564111156935720,4.0,Medium Fast,1000000,0.0,190,0.0,0.4,3.3,20.6
421,Cherrim,Grass,['Flower Gift'],70,60,70,87,78,85,450,75.0,9.38083151964686,4.0,Medium Fast,1000000,1.0,75,0.0,0.5,9.3,37.2
422,Shellos,Water,"['Sand Force', 'Sticky Hold', 'Storm Drain']",76,48,48,57,62,34,325,54.16666666666670,13.094740250276900,4.0,Medium Fast,1000000,0.0,190,0.0,0.3,6.3,70.0
423,Gastrodon,Water,"['Sand Force', 'Sticky Hold', 'Storm Drain']",111,83,68,92,82,39,475,79.16666666666670,22.13155113306690,4.0,Medium Fast,1000000,1.0,75,0.0,0.9,29.9,36.9
424,Ambipom,Normal,"['Pickup', 'Skill Link', 'Technician']",75,100,66,60,66,115,482,80.33333333333330,20.17148702720970,4.0,Fast,800000,1.0,45,0.0,1.2,20.3,14.1
425,Drifloon,Ghost,"['Aftermath', 'Flare Boost', 'Unburden']",90,50,34,60,44,70,348,58.0,18.29389697868300,4.0,Fluctuating,1640000,0.0,125,0.0,0.4,1.2,7.5
426,Drifblim,Ghost,"['Aftermath', 'Flare Boost', 'Unburden']",150,80,44,90,54,80,498,83.0,33.95585369269930,4.0,Fluctuating,1640000,1.0,60,0.0,1.2,15.0,10.4
427,Buneary,Normal,"['Klutz', 'Limber', 'Run Away']",55,66,44,44,56,85,350,58.333333333333300,14.12641340027810,4.0,Medium Fast,1000000,0.0,190,0.0,0.4,5.5,34.4
428,Lopunny,Normal,"['Cute Charm', 'Klutz', 'Limber']",65,76,84,54,96,105,480,80.0,17.3877351409933,4.0,Medium Fast,1000000,1.0,60,0.0,1.2,33.3,23.1
428,Mega Lopunny,Normal,['Scrappy'],65,136,94,54,96,135,580,96.66666666666670,31.217872373939200,6.0,Medium Fast,1000000,1.0,60,0.0,1.3,28.3,16.7
429,Mismagius,Ghost,['Levitate'],60,60,60,105,105,105,495,82.5,22.5,4.0,Fast,800000,1.0,45,0.0,0.9,4.4,5.4
430,Honchkrow,Dark,"['Insomnia', 'Moxie', 'Super Luck']",100,125,52,105,52,71,505,84.16666666666670,27.673192001566300,4.0,Medium Slow,1059860,1.0,30,0.0,0.9,27.3,33.7
431,Glameow,Normal,"['Keen Eye', 'Limber', 'Own Tempo']",49,55,42,42,37,85,310,51.66666666666670,15.975675955095700,4.0,Fast,800000,0.0,190,0.0,0.5,3.9,15.6
432,Purugly,Normal,"['Defiant', 'Own Tempo', 'Thick Fat']",71,82,64,64,59,112,452,75.33333333333330,17.94126218773050,4.0,Fast,800000,1.0,75,0.0,1.0,43.8,43.8
433,Chingling,Psychic,['Levitate'],45,30,50,65,50,45,285,47.5,10.307764064044200,4.0,Fast,800000,0.0,120,0.0,0.2,0.6,15.0
434,Stunky,Poison,"['Aftermath', 'Keen Eye', 'Stench']",63,63,47,41,41,74,329,54.833333333333300,12.548793656054000,4.0,Medium Fast,1000000,0.0,225,0.0,0.4,19.2,120.0
435,Skuntank,Poison,"['Aftermath', 'Keen Eye', 'Stench']",103,93,67,71,61,84,479,79.83333333333330,14.85952743378990,4.0,Medium Fast,1000000,1.0,60,0.0,1.0,38.0,38.0
436,Bronzor,Steel,"['Heatproof', 'Heavy Metal', 'Levitate']",57,24,86,24,86,23,300,50.0,28.053520278211100,4.0,Medium Fast,1000000,0.0,255,0.0,0.5,60.5,242.0
437,Bronzong,Steel,"['Heatproof', 'Heavy Metal', 'Levitate']",67,89,116,79,116,33,500,83.33333333333330,28.82514334550460,4.0,Medium Fast,1000000,1.0,90,0.0,1.3,187.0,110.7
438,Bonsly,Rock,"['Rattled', 'Rock Head', 'Sturdy']",50,80,95,10,45,10,290,48.333333333333300,31.97221015541810,4.0,Medium Fast,1000000,0.0,255,0.0,0.5,15.0,60.0
439,Mime Jr.,Psychic,"['Filter', 'Soundproof', 'Technician']",20,25,45,70,90,60,310,51.66666666666670,24.60803843372230,4.0,Medium Fast,1000000,0.0,145,0.0,0.6,13.0,36.1
440,Happiny,Normal,"['Friend Guard', 'Natural Cure', 'Serene Grace']",100,5,5,15,65,30,220,36.66666666666670,34.96029493900510,4.0,Fast,800000,0.0,130,0.0,0.6,24.4,67.8
441,Chatot,Normal,"['Big Pecks', 'Keen Eye', 'Tangled Feet']",76,65,45,92,42,91,411,68.5,19.92276754536540,4.0,Medium Slow,1059860,1.0,30,0.0,0.5,1.9,7.6
442,Spiritomb,Ghost,"['Infiltrator', 'Pressure']",50,92,108,92,108,35,485,80.83333333333330,28.215933245045900,4.0,Medium Fast,1000000,1.0,100,0.0,1.0,108.0,108.0
443,Gible,Dragon,"['Rough Skin', 'Sand Veil']",58,70,45,40,45,42,300,50.0,10.63014581273470,4.0,Slow,1250000,0.0,45,0.0,0.7,20.5,41.8
444,Gabite,Dragon,"['Rough Skin', 'Sand Veil']",68,90,65,50,55,82,410,68.33333333333330,14.031710119899500,4.0,Slow,1250000,0.0,45,0.0,1.4,56.0,28.6
445,Garchomp,Dragon,"['Rough Skin', 'Sand Veil']",108,130,95,80,85,102,600,100.0,16.421530582338100,4.0,Slow,1250000,1.0,45,0.0,1.9,95.0,26.3
445,Mega Garchomp,Dragon,['Sand Force'],108,170,115,120,95,92,700,116.66666666666700,25.85644127786260,6.0,Slow,1250000,1.0,45,0.0,1.9,95.0,26.3
446,Munchlax,Normal,"['Gluttony', 'Pickup', 'Thick Fat']",135,85,40,40,85,5,390,65.0,41.93248541803040,4.0,Slow,1250000,0.0,50,0.0,0.6,105.0,291.7
447,Riolu,Fighting,"['Inner Focus', 'Prankster', 'Steadfast']",40,70,40,35,40,60,285,47.5,12.82900359861720,4.0,Medium Slow,1059860,0.0,75,0.0,0.7,20.2,41.2
448,Lucario,Fighting,"['Inner Focus', 'Justified', 'Steadfast']",70,110,70,115,70,90,525,87.5,19.09406539564930,4.0,Medium Slow,1059860,1.0,45,0.0,1.2,54.0,37.5
448,Mega Lucario,Fighting,['Adaptability'],70,145,88,140,70,112,625,104.16666666666700,30.57459003086640,6.0,Medium Slow,1059860,1.0,45,0.0,1.3,57.5,34.0
449,Hippopotas,Ground,"['Sand Force', 'Sand Stream']",68,72,78,38,42,32,330,55.0,18.138357147217100,4.0,Slow,1250000,0.0,140,0.0,0.8,49.5,77.3
450,Hippowdon,Ground,"['Sand Force', 'Sand Stream']",108,112,118,68,72,47,525,87.5,26.493709945318500,4.0,Slow,1250000,1.0,60,0.0,2.0,300.0,75.0
451,Skorupi,Poison,"['Battle Armor', 'Keen Eye', 'Sniper']",40,50,90,30,55,65,330,55.0,19.14854215512680,4.0,Slow,1250000,0.0,120,0.0,0.8,12.0,18.8
452,Drapion,Poison,"['Battle Armor', 'Keen Eye', 'Sniper']",70,90,110,60,75,95,500,83.33333333333330,16.74979270186820,4.0,Slow,1250000,1.0,45,0.0,1.3,61.5,36.4
453,Croagunk,Poison,"['Anticipation', 'Dry Skin', 'Poison Touch']",48,61,40,61,40,50,300,50.0,8.621678104251710,4.0,Medium Fast,1000000,0.0,140,0.0,0.7,23.0,46.9
454,Toxicroak,Poison,"['Anticipation', 'Dry Skin', 'Poison Touch']",83,106,65,86,65,85,490,81.66666666666670,14.019827229875400,4.0,Medium Fast,1000000,1.0,75,0.0,1.3,44.4,26.3
455,Carnivine,Grass,['Levitate'],74,100,72,90,72,46,454,75.66666666666670,16.868774571840000,4.0,Slow,1250000,1.0,200,0.0,1.4,27.0,13.8
456,Finneon,Water,"['Storm Drain', 'Swift Swim', 'Water Veil']",49,49,56,49,61,66,330,55.0,6.6583281184793900,4.0,Erratic,600000,0.0,190,0.0,0.4,7.0,43.8
457,Lumineon,Water,"['Storm Drain', 'Swift Swim', 'Water Veil']",69,69,76,69,86,91,460,76.66666666666670,8.844332774281070,4.0,Erratic,600000,1.0,75,0.0,1.2,24.0,16.7
458,Mantyke,Water,"['Swift Swim', 'Water Absorb', 'Water Veil']",45,20,50,60,120,50,345,57.5,30.516389039334300,4.0,Slow,1250000,0.0,25,0.0,1.0,65.0,65.0
459,Snover,Grass,"['Snow Warning', 'Soundproof']",60,62,50,62,60,40,334,55.66666666666670,8.117197107923950,4.0,Slow,1250000,0.0,120,0.0,1.0,50.5,50.5
460,Abomasnow,Grass,"['Snow Warning', 'Soundproof']",90,92,75,92,85,60,494,82.33333333333330,11.585431464655200,4.0,Slow,1250000,1.0,60,0.0,2.2,135.5,28.0
460,Mega Abomasnow,Grass,['Snow Warning'],90,132,105,132,105,30,594,99.0,34.38022687534220,6.0,Slow,1250000,1.0,60,0.0,2.7,185.0,25.4
461,Weavile,Dark,"['Pickpocket', 'Pressure']",70,120,65,45,85,125,510,85.0,29.011491975882000,4.0,Medium Slow,1059860,1.0,45,0.0,1.1,34.0,28.1
462,Magnezone,Electric,"['Analytic', 'Magnet Pull', 'Sturdy']",70,70,115,130,90,60,535,89.16666666666670,25.56310275029660,4.0,Medium Fast,1000000,1.0,30,0.0,1.2,180.0,125.0
463,Lickilicky,Normal,"['Cloud Nine', 'Oblivious', 'Own Tempo']",110,85,95,80,95,50,515,85.83333333333330,18.577914008006600,4.0,Medium Fast,1000000,1.0,30,0.0,1.7,140.0,48.4
464,Rhyperior,Ground,"['Lightning Rod', 'Reckless', 'Solid Rock']",115,140,130,55,55,40,535,89.16666666666670,40.14729823481970,4.0,Slow,1250000,1.0,30,0.0,2.4,282.8,49.1
465,Tangrowth,Grass,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",100,100,125,110,50,50,535,89.16666666666670,28.92759159618300,4.0,Medium Fast,1000000,1.0,30,0.0,2.0,128.6,32.2
466,Electivire,Electric,"['Motor Drive', 'Vital Spirit']",75,123,67,95,85,95,540,90.0,17.879224442538500,4.0,Medium Fast,1000000,1.0,30,0.0,1.8,138.6,42.8
467,Magmortar,Fire,"['Flame Body', 'Vital Spirit']",75,95,67,125,95,83,540,90.0,18.610033136277100,4.0,Medium Fast,1000000,1.0,30,0.0,1.6,68.0,26.6
468,Togekiss,Fairy,"['Hustle', 'Serene Grace', 'Super Luck']",85,50,95,120,115,80,545,90.83333333333330,23.348209543536500,4.0,Fast,800000,1.0,30,0.0,1.5,38.0,16.9
469,Yanmega,Bug,"['Frisk', 'Speed Boost', 'Tinted Lens']",86,76,86,116,56,95,515,85.83333333333330,18.169724513291000,4.0,Medium Fast,1000000,1.0,30,0.0,1.9,51.5,14.3
470,Leafeon,Grass,"['Chlorophyll', 'Leaf Guard']",65,110,130,60,65,95,525,87.5,26.25991876098120,4.0,Medium Fast,1000000,1.0,45,0.0,1.0,25.5,25.5
471,Glaceon,Ice,"['Ice Body', 'Snow Cloak']",65,60,110,130,95,65,525,87.5,26.25991876098120,4.0,Medium Fast,1000000,1.0,45,0.0,0.8,25.9,40.5
472,Gliscor,Ground,"['Hyper Cutter', 'Poison Heal', 'Sand Veil']",75,95,125,45,75,95,510,85.0,24.49489742783180,4.0,Medium Slow,1059860,1.0,30,0.0,2.0,42.5,10.6
473,Mamoswine,Ice,"['Oblivious', 'Snow Cloak', 'Thick Fat']",110,130,80,70,60,80,530,88.33333333333330,24.09472049133490,4.0,Slow,1250000,1.0,50,0.0,2.5,291.0,46.6
474,Porygon-Z,Normal,"['Adaptability', 'Analytic', 'Download']",85,80,70,135,75,90,535,89.16666666666670,21.489661597046000,4.0,Medium Fast,1000000,1.0,30,0.0,0.9,34.0,42.0
475,Gallade,Psychic,"['Justified', 'Steadfast']",68,125,65,65,115,80,518,86.33333333333330,24.506235034283700,4.0,Slow,1250000,1.0,45,0.0,1.6,52.0,20.3
475,Mega Gallade,Psychic,['Inner Focus'],68,165,95,65,115,110,618,103.0,33.590673308722700,6.0,Slow,1250000,1.0,45,0.0,1.6,56.4,22.0
476,Probopass,Rock,"['Magnet Pull', 'Sand Force', 'Sturdy']",60,55,145,75,150,40,525,87.5,43.66062299143250,4.0,Medium Fast,1000000,1.0,60,0.0,1.4,340.0,173.5
477,Dusknoir,Ghost,"['Frisk', 'Pressure']",45,100,135,65,135,45,525,87.5,38.26987501068340,4.0,Fast,800000,1.0,45,0.0,2.2,106.6,22.0
478,Froslass,Ice,"['Cursed Body', 'Snow Cloak']",70,80,70,80,70,110,480,80.0,14.142135623731000,4.0,Medium Fast,1000000,1.0,75,0.0,1.3,26.6,15.7
479,Rotom,Electric,['Levitate'],50,50,77,95,77,91,440,73.33333333333330,17.78263822446550,4.0,Medium Fast,1000000,1.0,45,0.0,0.3,0.3,3.3
479,Rotom-Wash,Electric,['Levitate'],50,65,107,105,107,86,520,86.66666666666670,22.276045928804800,4.0,Medium Fast,1000000,1.0,45,0.0,0.3,0.3,3.3
479,Rotom-Heat,Electric,['Levitate'],50,65,107,105,107,86,520,86.66666666666670,22.276045928804800,4.0,Medium Fast,1000000,1.0,45,0.0,0.3,0.3,3.3
479,Rotom-Mow,Electric,['Levitate'],50,65,107,105,107,86,520,86.66666666666670,22.276045928804800,4.0,Medium Fast,1000000,1.0,45,0.0,0.3,0.3,3.3
479,Rotom-Frost,Electric,['Levitate'],50,65,107,105,107,86,520,86.66666666666670,22.276045928804800,4.0,Medium Fast,1000000,1.0,45,0.0,0.3,0.3,3.3
479,Rotom-Fan,Electric,['Levitate'],50,65,107,105,107,86,520,86.66666666666670,22.276045928804800,4.0,Medium Fast,1000000,1.0,45,0.0,0.3,0.3,3.3
480,Uxie,Psychic,['Levitate'],75,75,130,75,130,95,580,96.66666666666670,24.60803843372230,4.0,Slow,1250000,1.0,3,1.0,0.3,0.3,3.3
481,Mesprit,Psychic,['Levitate'],80,105,105,105,105,80,580,96.66666666666670,11.78511301977580,4.0,Slow,1250000,1.0,3,1.0,0.3,0.3,3.3
482,Azelf,Psychic,['Levitate'],75,125,70,125,70,115,580,96.66666666666670,25.27625148017180,4.0,Slow,1250000,1.0,3,1.0,0.3,0.3,3.3
483,Dialga,Steel,"['Pressure', 'Telepathy']",100,120,120,150,100,90,680,113.33333333333300,19.72026594366540,4.0,Slow,1250000,1.0,3,1.0,5.4,683.0,23.4
